name	break5	break3	delread	wtread	heteroplasmy	sample	cluster	pt	total_depth	p_value	q_value
p103_m68.Dopaminergic_neuron	1042	4060	3	218	1.35746606334842	p103_m68	Dopaminergic_neuron	pd	221	0.1159805468991465	0.2336529212074105
p103_m68.Dopaminergic_neuron	8616	15655	2	192	1.03092783505155	p103_m68	Dopaminergic_neuron	pd	194	0.24702983589900862	0.37796231639743727
p103_m68.Dopaminergic_neuron	899	8163	2	428	0.465116279069767	p103_m68	Dopaminergic_neuron	pd	430	0.562011051624891	0.6411594006513417
p103_m68.Dopaminergic_neuron	6426	14037	2	37	5.12820512820513	p103_m68	Dopaminergic_neuron	pd	39	0.018743962384651813	0.06978971216288668
p103_m68.Dopaminergic_neuron	1535	4048	2	118	1.66666666666667	p103_m68	Dopaminergic_neuron	pd	120	0.1263054282543572	0.24721412047195077
p103_m68.Dopaminergic_neuron	1532	6481	3	26	10.3448275862069	p103_m68	Dopaminergic_neuron	pd	29	0.0006932550854552577	0.006387105591889133
p103_m68.Dopaminergic_neuron	6339	11579	2	24	7.69230769230769	p103_m68	Dopaminergic_neuron	pd	26	0.008742375040176942	0.03983889264206413
p103_m68.Dopaminergic_neuron	1482	10194	2	95	2.06185567010309	p103_m68	Dopaminergic_neuron	pd	97	0.09078455001995289	0.1985091293830696
p103_m68.Dopaminergic_neuron	6187	12021	2	139	1.41843971631206	p103_m68	Dopaminergic_neuron	pd	141	0.16018018221328223	0.2907994901269956
p103_m68.Dopaminergic_neuron	5926	8116	2	340	0.584795321637427	p103_m68	Dopaminergic_neuron	pd	342	0.46239058648619946	0.5617308625006469
p103_m68.Dopaminergic_neuron	1529	4135	2	62	3.125	p103_m68	Dopaminergic_neuron	pd	64	0.04545958805400063	0.12733738840326922
p103_m68.Dopaminergic_neuron	2941	11764	4	258	1.52671755725191	p103_m68	Dopaminergic_neuron	pd	262	0.06459092732009208	0.15955017445688371
p103_m68.Dopaminergic_neuron	971	12008	2	270	0.735294117647059	p103_m68	Dopaminergic_neuron	pd	272	0.36761452896764113	0.4835069283260593
p103_m68.Dopaminergic_neuron	1555	3087	2	465	0.428265524625268	p103_m68	Dopaminergic_neuron	pd	467	0.5978625586745896	0.6684681221867022
p103_m68.Dopaminergic_neuron	795	12008	2	298	0.666666666666667	p103_m68	Dopaminergic_neuron	pd	300	0.40719331992424634	0.5168266739032905
p103_m68.GABAergic_neuron	15485	15734	2	181	1.09289617486339	p103_m68	GABAergic_neuron	pd	183	0.22911242627225004	0.3617774558303113
p103_m68.GABAergic_neuron	2519	5320	2	190	1.04166666666667	p103_m68	GABAergic_neuron	pd	192	0.24378276726717218	0.37489143762516985
p103_m68.GABAergic_neuron	1287	7226	4	106	3.63636363636364	p103_m68	GABAergic_neuron	pd	110	0.005099667837325295	0.027369223245290192
p103_m68.GABAergic_neuron	2401	6478	3	106	2.75229357798165	p103_m68	GABAergic_neuron	pd	109	0.02474037312250099	0.0841061410124003
p103_m68.GABAergic_neuron	2208	12008	2	383	0.519480519480519	p103_m68	GABAergic_neuron	pd	385	0.5137069180617478	0.6036954841694808
p103_m68.GABAergic_neuron	2394	4153	2	136	1.44927536231884	p103_m68	GABAergic_neuron	pd	138	0.15528971420724114	0.28592726509534655
p103_m68.GABAergic_neuron	1095	13067	5	8	38.4615384615385	p103_m68	GABAergic_neuron	pd	13	2.2963519641372443e-08	1.352461838618494e-06
p103_m68.GABAergic_neuron	1939	11961	3	354	0.840336134453782	p103_m68	GABAergic_neuron	pd	357	0.26437925420247144	0.39478429957464867
p103_m68.GABAergic_neuron	2235	2751	2	298	0.666666666666667	p103_m68	GABAergic_neuron	pd	300	0.40719331992424634	0.5168266739032905
p103_m68.GABAergic_neuron	6570	14068	2	20	9.09090909090909	p103_m68	GABAergic_neuron	pd	22	0.006334048039353335	0.03142768912304964
p103_m68.GABAergic_neuron	906	1386	2	232	0.854700854700855	p103_m68	GABAergic_neuron	pd	234	0.31055973005701165	0.4334836490638805
p103_m68.GABAergic_neuron	10087	10159	2	268	0.740740740740741	p103_m68	GABAergic_neuron	pd	270	0.36470474759172167	0.4805159878932184
p103_m68.Glutamatergic_neuron	2076	2260	2	871	0.229095074455899	p103_m68	Glutamatergic_neuron	pd	873	0.8315517965974902	0.8504933237640095
p103_m68.Glutamatergic_neuron	1095	11967	4	436	0.909090909090909	p103_m68	Glutamatergic_neuron	pd	440	0.20111724260989428	0.3334043049078081
p103_m68.Glutamatergic_neuron	6393	15641	2	290	0.684931506849315	p103_m68	Glutamatergic_neuron	pd	292	0.3961086750716406	0.5084497145343589
p103_m68.Glutamatergic_neuron	1487	15615	2	205	0.966183574879227	p103_m68	Glutamatergic_neuron	pd	207	0.2679952131985086	0.39821700257379966
p103_m68.Glutamatergic_neuron	1395	4115	2	262	0.757575757575758	p103_m68	Glutamatergic_neuron	pd	264	0.3559110332047647	0.4723607069311115
p103_m68.Glutamatergic_neuron	3186	11950	2	386	0.515463917525773	p103_m68	Glutamatergic_neuron	pd	388	0.517095353370627	0.6057978468744627
p103_m68.Glutamatergic_neuron	3197	12034	2	166	1.19047619047619	p103_m68	Glutamatergic_neuron	pd	168	0.20450784901991048	0.3363236641633699
p103_m68.Glutamatergic_neuron	5158	5309	2	218	0.909090909090909	p103_m68	Glutamatergic_neuron	pd	220	0.2886727951758741	0.4157291604073004
p103_m68.Glutamatergic_neuron	1233	12009	3	305	0.974025974025974	p103_m68	Glutamatergic_neuron	pd	308	0.20975009587554028	0.3411824550916697
p103_m68.Glutamatergic_neuron	2439	12008	6	396	1.49253731343284	p103_m68	Glutamatergic_neuron	pd	402	0.040801012069688114	0.11845876423561819
p103_m68.Glutamatergic_neuron	1221	6564	4	35	10.2564102564103	p103_m68	Glutamatergic_neuron	pd	39	0.00012158832239184125	0.0017177664861277263
p103_m68.Glutamatergic_neuron	1487	9053	5	508	0.974658869395711	p103_m68	Glutamatergic_neuron	pd	513	0.15360700755509293	0.2838460600536628
p103_m68.Glutamatergic_neuron	1105	11950	3	366	0.813008130081301	p103_m68	Glutamatergic_neuron	pd	369	0.27765670531260245	0.40619859832512906
p103_m68.Glutamatergic_neuron	15097	15661	2	334	0.595238095238095	p103_m68	Glutamatergic_neuron	pd	336	0.45481461105798937	0.5571343285759648
p103_m68.Glutamatergic_neuron	1260	6423	2	115	1.70940170940171	p103_m68	Glutamatergic_neuron	pd	117	0.12155550196300713	0.24124910345830952
p103_m68.Glutamatergic_neuron	930	14557	2	210	0.943396226415094	p103_m68	Glutamatergic_neuron	pd	212	0.2759852796228579	0.4050463569869452
p103_m68.Glutamatergic_neuron	954	8026	3	476	0.626304801670146	p103_m68	Glutamatergic_neuron	pd	479	0.39380579102136326	0.5067846941776056
p103_m68.Glutamatergic_neuron	1229	12009	2	297	0.668896321070234	p103_m68	Glutamatergic_neuron	pd	299	0.4058176453554925	0.5163813192163744
p103_m68.Glutamatergic_neuron	2330	3952	3	393	0.757575757575758	p103_m68	Glutamatergic_neuron	pd	396	0.30720752038195975	0.43101316316548327
p103_m68.Glutamatergic_neuron	1301	9866	2	594	0.335570469798658	p103_m68	Glutamatergic_neuron	pd	596	0.6993854908096948	0.7443014547420861
p103_m68.Glutamatergic_neuron	698	7252	3	212	1.3953488372093	p103_m68	Glutamatergic_neuron	pd	215	0.10995443838942065	0.22547735929562251
p103_m68.Glutamatergic_neuron	952	11863	4	375	1.05540897097625	p103_m68	Glutamatergic_neuron	pd	379	0.15001282618485545	0.27938733747364247
p103_m68.Glutamatergic_neuron	953	8929	2	410	0.485436893203884	p103_m68	Glutamatergic_neuron	pd	412	0.5433295989426168	0.6252219566619556
p103_m68.Glutamatergic_neuron	2321	12087	3	400	0.744416873449132	p103_m68	Glutamatergic_neuron	pd	403	0.3147788884492253	0.43721968119976623
p103_m68.Glutamatergic_neuron	1486	5319	6	205	2.8436018957346	p103_m68	Glutamatergic_neuron	pd	211	0.0035303633189200934	0.020685009885403904
p103_m68.Glutamatergic_neuron	1899	8937	3	476	0.626304801670146	p103_m68	Glutamatergic_neuron	pd	479	0.39380579102136326	0.5067846941776056
p103_m68.Glutamatergic_neuron	1784	3952	2	60	3.2258064516129	p103_m68	Glutamatergic_neuron	pd	62	0.04302801758016628	0.122486148484728
p103_m68.Glutamatergic_neuron	677	8213	2	434	0.458715596330275	p103_m68	Glutamatergic_neuron	pd	436	0.5680541447377289	0.6451604173267218
p103_m68.Glutamatergic_neuron	1510	12001	5	312	1.57728706624606	p103_m68	Glutamatergic_neuron	pd	317	0.0439241920920852	0.1244198695425399
p103_m68.Glutamatergic_neuron	8462	9025	3	372	0.8	p103_m68	Glutamatergic_neuron	pd	375	0.28426598192903696	0.41213114707422716
p103_m68.Glutamatergic_neuron	1525	8022	3	298	0.996677740863787	p103_m68	Glutamatergic_neuron	pd	301	0.2019544040254495	0.33401284546149285
p103_m68.Glutamatergic_neuron	775	11949	4	614	0.647249190938511	p103_m68	Glutamatergic_neuron	pd	618	0.352377425089036	0.4700048174263986
p103_m68.Glutamatergic_neuron	7818	8206	3	198	1.49253731343284	p103_m68	Glutamatergic_neuron	pd	201	0.09625202844931624	0.20589761746115526
p103_m68.Glutamatergic_neuron	12357	14335	4	23	14.8148148148148	p103_m68	Glutamatergic_neuron	pd	27	2.8438711861533683e-05	0.0005583097761560834
p103_m68.Glutamatergic_neuron	1707	11166	3	270	1.0989010989011	p103_m68	Glutamatergic_neuron	pd	273	0.17102654997628164	0.30190946054590784
p103_m68.Glutamatergic_neuron	2279	7409	3	432	0.689655172413793	p103_m68	Glutamatergic_neuron	pd	435	0.3488144861916318	0.4666294085188939
p103_m68.Glutamatergic_neuron	977	8066	2	670	0.297619047619048	p103_m68	Glutamatergic_neuron	pd	672	0.7452128594448848	0.7804942996726449
p103_m68.Glutamatergic_neuron	1252	11970	2	522	0.381679389312977	p103_m68	Glutamatergic_neuron	pd	524	0.6468904140757041	0.7040192051435848
p103_m68.Glutamatergic_neuron	2194	4175	2	423	0.470588235294118	p103_m68	Glutamatergic_neuron	pd	425	0.556905412111779	0.6374472599512665
p103_m68.Glutamatergic_neuron	1691	11949	2	612	0.325732899022801	p103_m68	Glutamatergic_neuron	pd	614	0.7110585423562541	0.7539514822505524
p103_m68.Glutamatergic_neuron	1309	15699	2	490	0.40650406504065	p103_m68	Glutamatergic_neuron	pd	492	0.62024931916124	0.6830574702273491
p103_m68.Glutamatergic_neuron	1188	4107	2	179	1.10497237569061	p103_m68	Glutamatergic_neuron	pd	181	0.2258410512237825	0.3578578502095925
p103_m68.Glutamatergic_neuron	2374	3016	2	1216	0.164203612479475	p103_m68	Glutamatergic_neuron	pd	1218	0.9106370692691751	0.9169047755629905
p103_m68.Glutamatergic_neuron	2367	7246	3	324	0.917431192660551	p103_m68	Glutamatergic_neuron	pd	327	0.23095834398254245	0.3633007596118037
p103_m68.Glutamatergic_neuron	2262	8975	2	688	0.289855072463768	p103_m68	Glutamatergic_neuron	pd	690	0.7548269285786802	0.7885602674739265
p103_m68.Microglia	1200	13716	2	6	25.0	p103_m68	Microglia	pd	8	0.0008218002519662093	0.007112336150127403
p103_m68.Microglia	2164	11978	2	563	0.353982300884956	p103_m68	Microglia	pd	565	0.6779707714645313	0.7285775944529975
p103_m68.Microglia	2171	6502	5	330	1.49253731343284	p103_m68	Microglia	pd	335	0.05162306878804357	0.13863000477861448
p103_m68.Microglia	1188	11977	2	298	0.666666666666667	p103_m68	Microglia	pd	300	0.40719331992424634	0.5168266739032905
p103_m68.Microglia	2328	3016	4	689	0.577200577200577	p103_m68	Microglia	pd	693	0.41176003702204445	0.5211643226053507
p103_m68.Microglia	912	9071	2	441	0.451467268623025	p103_m68	Microglia	pd	443	0.5749903905652416	0.6494598807505282
p103_m68.Microglia	2611	2735	2	119	1.65289256198347	p103_m68	Microglia	pd	121	0.1278948785922649	0.24967855119066779
p103_m68.Microglia	1148	9054	2	404	0.492610837438424	p103_m68	Microglia	pd	406	0.5369149984951147	0.6221017473177353
p103_m68.Microglia	2209	11950	2	564	0.353356890459364	p103_m68	Microglia	pd	566	0.6786885785723077	0.728658310564729
p103_m68.Microglia	2281	13558	2	264	0.75187969924812	p103_m68	Microglia	pd	266	0.35885293695044007	0.47487542138028765
p103_m68.Microglia	675	12008	2	410	0.485436893203884	p103_m68	Microglia	pd	412	0.5433295989426168	0.6252219566619556
p103_m68.Microglia	2254	11950	3	578	0.516351118760757	p103_m68	Microglia	pd	581	0.4886146186058312	0.5829695594257944
p103_m68.Microglia	817	8860	2	253	0.784313725490196	p103_m68	Microglia	pd	255	0.34254263790637207	0.4608219706037963
p103_m68.Microglia	374	2864	5	79	5.95238095238095	p103_m68	Microglia	pd	84	0.00029439322639501775	0.003472558933724829
p103_m68.Microglia	1528	9071	4	324	1.21951219512195	p103_m68	Microglia	pd	328	0.10997925441277112	0.22547735929562251
p103_m68.OPC	8739	11062	4	35	10.2564102564103	p103_m68	OPC	pd	39	0.00012158832239184125	0.0017177664861277263
p103_m68.OPC	852	8230	2	244	0.813008130081301	p103_m68	OPC	pd	246	0.3289672206524754	0.4492220251908991
p103_m68.OPC	1478	6547	2	26	7.14285714285714	p103_m68	OPC	pd	28	0.010071526200100989	0.04383336978642801
p103_m68.OPC	1104	8028	6	226	2.58620689655172	p103_m68	OPC	pd	232	0.005276844650352719	0.027633360842205055
p103_m68.OPC	9865	9915	2	379	0.5249343832021	p103_m68	OPC	pd	381	0.5091506954378913	0.6000515602419015
p103_m68.OPC	1252	10184	3	196	1.50753768844221	p103_m68	OPC	pd	199	0.09433919290490422	0.20305089692631262
p103_m68.OPC	1731	8206	3	160	1.84049079754601	p103_m68	OPC	pd	163	0.062208175698494794	0.15624120248813744
p103_m68.OPC	1693	9039	5	590	0.840336134453782	p103_m68	OPC	pd	595	0.2099558770364407	0.34139473013992777
p103_m68.OPC	675	12008	9	430	2.0501138952164	p103_m68	OPC	pd	439	0.0056638830747538504	0.029089139007937387
p103_m68.OPC	2209	11950	2	556	0.3584229390681	p103_m68	OPC	pd	558	0.6728940125939978	0.7244953340725975
p103_m68.OPC	1145	14158	5	4	55.5555555555556	p103_m68	OPC	pd	9	2.3320804176663046e-09	1.8697099367790327e-07
p103_m68.OPC	6540	12008	4	200	1.96078431372549	p103_m68	OPC	pd	204	0.03341758052076449	0.1033051994967055
p103_m68.OPC	1530	13980	2	18	10.0	p103_m68	OPC	pd	20	0.0052602189318436965	0.0275781420299551
p103_m68.OPC	1105	9787	4	482	0.823045267489712	p103_m68	OPC	pd	486	0.24067252821881246	0.37225440500420004
p103_m68.OPC	1118	9788	2	488	0.408163265306122	p103_m68	OPC	pd	490	0.6185105235511781	0.6823024140852816
p103_m68.OPC	1493	3323	4	15	21.0526315789474	p103_m68	OPC	pd	19	6.682897791043807e-06	0.0001793310146886607
p103_m68.OPC	15176	15770	3	137	2.14285714285714	p103_m68	OPC	pd	140	0.0444360415371895	0.12547786324480348
p103_m68.OPC	2785	16049	2	41	4.65116279069767	p103_m68	OPC	pd	43	0.02241918486588612	0.07875368192625373
p103_m68.OPC	1105	11950	5	286	1.71821305841924	p103_m68	OPC	pd	291	0.033903118105268915	0.10381542242227855
p103_m68.OPC	3186	11950	2	298	0.666666666666667	p103_m68	OPC	pd	300	0.40719331992424634	0.5168266739032905
p103_m68.OPC	1231	5318	4	206	1.9047619047619	p103_m68	OPC	pd	210	0.03619009588617583	0.10847460994303199
p103_m68.OPC	2485	4162	3	53	5.35714285714286	p103_m68	OPC	pd	56	0.004452500483744237	0.024564586002165593
p103_m68.OPC	935	1430	2	216	0.917431192660551	p103_m68	OPC	pd	218	0.28551257323318846	0.4132778549672868
p103_m68.OPC	1149	8081	2	384	0.518134715025907	p103_m68	OPC	pd	386	0.514839126562473	0.6039305325816904
p103_m68.OPC	1047	7409	3	102	2.85714285714286	p103_m68	OPC	pd	105	0.022597335414103137	0.07889062055654944
p103_m68.OPC	1271	8187	4	302	1.30718954248366	p103_m68	OPC	pd	306	0.09389112727222249	0.20237464932487118
p103_m68.OPC	10834	14550	3	23	11.5384615384615	p103_m68	OPC	pd	26	0.0005026919435598964	0.005021383180713944
p103_m68.OPC	956	6446	2	157	1.25786163522013	p103_m68	OPC	pd	159	0.18970388061830568	0.3212498501135236
p103_m68.OPC	2181	3015	3	750	0.398406374501992	p103_m68	OPC	pd	753	0.6172314488640114	0.681720560301581
p103_m68.Oligodendrocyte	1095	7324	3	46	6.12244897959184	p103_m68	Oligodendrocyte	pd	49	0.003088050573230472	0.01874740207443131
p103_m68.Oligodendrocyte	6462	12017	2	295	0.673400673400673	p103_m68	Oligodendrocyte	pd	297	0.40305779013242815	0.5138788524741529
p103_m68.Oligodendrocyte	5201	5316	2	326	0.609756097560976	p103_m68	Oligodendrocyte	pd	328	0.4445530241612039	0.5481370213624415
p103_m68.Oligodendrocyte	5009	5360	2	222	0.892857142857143	p103_m68	Oligodendrocyte	pd	224	0.2949688870855386	0.42118510797635944
p103_m68.Oligodendrocyte	1250	2337	3	430	0.69284064665127	p103_m68	Oligodendrocyte	pd	433	0.3467173507479373	0.464780109528173
p103_m68.Oligodendrocyte	978	4014	3	270	1.0989010989011	p103_m68	Oligodendrocyte	pd	273	0.17102654997628164	0.30190946054590784
p103_m68.Oligodendrocyte	1267	9821	2	582	0.342465753424658	p103_m68	Oligodendrocyte	pd	584	0.6912979723001447	0.7378292079033081
p103_m68.Oligodendrocyte	971	12008	2	466	0.427350427350427	p103_m68	Oligodendrocyte	pd	468	0.5987856931154084	0.669005449193983
p103_m68.Oligodendrocyte	7281	10207	2	270	0.735294117647059	p103_m68	Oligodendrocyte	pd	272	0.36761452896764113	0.4835069283260593
p103_m68.Oligodendrocyte	1738	1793	5	84	5.61797752808989	p103_m68	Oligodendrocyte	pd	89	0.00037951903236366213	0.004228793149310093
p103_m68.Oligodendrocyte	1232	4013	3	130	2.25563909774436	p103_m68	Oligodendrocyte	pd	133	0.03953374116612152	0.11604240529991008
p103_m68.Oligodendrocyte	1530	8028	2	244	0.813008130081301	p103_m68	Oligodendrocyte	pd	246	0.3289672206524754	0.4492220251908991
p103_m68.Oligodendrocyte	2144	2718	5	374	1.31926121372032	p103_m68	Oligodendrocyte	pd	379	0.0728562869096977	0.1719954508773967
p103_m68.Oligodendrocyte	2584	3013	3	624	0.478468899521531	p103_m68	Oligodendrocyte	pd	627	0.5267801210530514	0.6137186463995236
p103_m68.Oligodendrocyte	2004	7375	2	408	0.48780487804878	p103_m68	Oligodendrocyte	pd	410	0.5412019350353158	0.6243578670529527
p103_m68.Oligodendrocyte	4450	8926	2	244	0.813008130081301	p103_m68	Oligodendrocyte	pd	246	0.3289672206524754	0.4492220251908991
p103_m68.Oligodendrocyte	3203	3959	7	26	21.2121212121212	p103_m68	Oligodendrocyte	pd	33	8.339591239803212e-09	5.519200345220009e-07
p103_m68.Oligodendrocyte	957	4053	2	374	0.531914893617021	p103_m68	Oligodendrocyte	pd	376	0.503393518397098	0.5951224207327528
p103_m68.Oligodendrocyte	2353	9893	2	412	0.483091787439614	p103_m68	Oligodendrocyte	pd	414	0.5454467746822008	0.6268435205686403
p103_m68.Oligodendrocyte	7397	9084	3	272	1.09090909090909	p103_m68	Oligodendrocyte	pd	275	0.17321650574031144	0.30327808441645415
p103_m68.Oligodendrocyte	15491	15644	2	249	0.796812749003984	p103_m68	Oligodendrocyte	pd	251	0.336534204433661	0.45598524562493353
p103_m68.Oligodendrocyte	907	7917	2	248	0.8	p103_m68	Oligodendrocyte	pd	250	0.33502578554197826	0.4543486655002606
p103_m68.Oligodendrocyte	1233	11274	2	62	3.125	p103_m68	Oligodendrocyte	pd	64	0.04545958805400063	0.12733738840326922
p103_m68.Oligodendrocyte	979	9636	2	226	0.87719298245614	p103_m68	Oligodendrocyte	pd	228	0.30123143433553523	0.42543897686441984
p103_m68.Oligodendrocyte	1080	5379	2	206	0.961538461538462	p103_m68	Oligodendrocyte	pd	208	0.26959674734832606	0.3995494278511957
p103_m68.Oligodendrocyte	2208	12008	3	616	0.484652665589661	p103_m68	Oligodendrocyte	pd	619	0.5203473980769797	0.6088171956344435
p103_m68.Oligodendrocyte	1529	6582	2	20	9.09090909090909	p103_m68	Oligodendrocyte	pd	22	0.006334048039353335	0.03142768912304964
p103_m68.Oligodendrocyte	1530	8027	2	246	0.806451612903226	p103_m68	Oligodendrocyte	pd	248	0.3320014565626921	0.45146225052827843
p103_m68.Oligodendrocyte	2214	7422	2	363	0.547945205479452	p103_m68	Oligodendrocyte	pd	365	0.49048361445422617	0.5847379578206928
p103_m68.Oligodendrocyte	675	12008	7	626	1.10584518167457	p103_m68	Oligodendrocyte	pd	633	0.08837146517460748	0.1953043833171759
p103_m68.Oligodendrocyte	1486	5319	2	306	0.649350649350649	p103_m68	Oligodendrocyte	pd	308	0.41809631189881236	0.5263927746976996
p103_m68.Oligodendrocyte	11630	12014	2	284	0.699300699300699	p103_m68	Oligodendrocyte	pd	286	0.38767694212609016	0.501315920314177
p103_m68.VC	1702	5348	4	528	0.75187969924812	p103_m68	VC	pd	532	0.280246864717959	0.407868912546837
p103_m68.VC	2065	3960	3	538	0.55452865064695	p103_m68	VC	pd	541	0.4530937641206032	0.5561959686652492
p103_m68.VC	2325	5378	2	520	0.383141762452107	p103_m68	VC	pd	522	0.645288745273214	0.7032887430459085
p103_m68.VC	957	4093	5	346	1.42450142450142	p103_m68	VC	pd	351	0.05896249611805282	0.15098527379749835
p103_m68.VC	2393	8519	3	177	1.66666666666667	p103_m68	VC	pd	180	0.07679983367303056	0.1780609640629824
p103_m68.VC	1045	11953	3	547	0.545454545454545	p103_m68	VC	pd	550	0.461275382355503	0.5617303595548352
p103_m68.VC	1161	4190	2	1	66.6666666666667	p103_m68	VC	pd	3	9.024761194453834e-05	0.0013642430672282711
p103_m68.VC	1530	4145	2	70	2.77777777777778	p103_m68	VC	pd	72	0.055604664151419736	0.14564302305036517
p103_m68.VC	1375	10183	3	304	0.977198697068404	p103_m68	VC	pd	307	0.2086354991481586	0.3403460390780213
p103_m68.VC	982	10205	2	390	0.510204081632653	p103_m68	VC	pd	392	0.5215751544965237	0.60931049089174
p103_m68.VC	1597	1670	2	2	50.0	p103_m68	VC	pd	4	0.00017960473167200064	0.0023205340687536265
p103_m68.VC	3843	3960	3	30	9.09090909090909	p103_m68	VC	pd	33	0.0010095173187517625	0.008384910330657955
p103_m68.VC	13059	15605	2	186	1.06382978723404	p103_m68	VC	pd	188	0.23727374310318927	0.3698990804307196
p103_m68.VC	8654	9053	3	628	0.475435816164818	p103_m68	VC	pd	631	0.5299644439027394	0.616449733514007
p103_m68.VC	1702	3056	3	965	0.309917355371901	p103_m68	VC	pd	968	0.7310589272678094	0.7689191775949549
p103_m68.VC	2393	4103	2	342	0.581395348837209	p103_m68	VC	pd	344	0.4648930635287495	0.5632621007488322
p103_m68.VC	959	5381	2	312	0.636942675159236	p103_m68	VC	pd	314	0.426153667268925	0.5326967063275997
p103_m68.VC	1301	6539	2	104	1.88679245283019	p103_m68	VC	pd	106	0.10441386678928477	0.21720958068321394
p103_m68.VC	5321	10340	2	314	0.632911392405063	p103_m68	VC	pd	316	0.4288165532087236	0.5348413280532347
p103_m68.VC	1049	11910	3	386	0.77120822622108	p103_m68	VC	pd	389	0.29959632430044447	0.42455450201426614
p103_m68.VC	1029	5243	3	196	1.50753768844221	p103_m68	VC	pd	199	0.09433919290490422	0.20305089692631262
p103_m68.VC	2718	3136	2	221	0.896860986547085	p103_m68	VC	pd	223	0.2933979596247678	0.4205308934571182
p103_m68.VC	2064	12016	4	749	0.531208499335989	p103_m68	VC	pd	753	0.4562625301222665	0.5581738802547824
p103_m68.VC	9865	9918	2	390	0.510204081632653	p103_m68	VC	pd	392	0.5215751544965237	0.60931049089174
p103_m68.VC	9054	10840	2	633	0.31496062992126	p103_m68	VC	pd	635	0.724013068407094	0.7629185939981665
p103_m68.VC	1716	3016	4	810	0.491400491400491	p103_m68	VC	pd	814	0.4985367519487467	0.5912884792948229
p103_m68.VC	5292	5352	3	446	0.66815144766147	p103_m68	VC	pd	449	0.3633725804523982	0.47931781627446934
p103_m68.VC	3020	8027	2	919	0.217155266015201	p103_m68	VC	pd	921	0.8466294827213681	0.8628010571104279
c131_m65.Astrocyte	1896	4089	2	73	2.66666666666667	c131_m65	Astrocyte	wt	75	0.059568405755750065	0.15210738744500368
